Model,Star Rating,No. of Ratings,No. of Reviews,OS,,Size,Screen Size,Warranty,Color,Price
Lenovo Chromebook MediaTek Kompanio 520 - (8 GB/128 GB EMMC Storage/Chrome OS) 14M868 Chromebook Lapto...,3.7,1128,134,Chrome Operating System,,1 Year Carry-in Warranty,,1 year warranty,Metallic Black,"16,990"
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,4.4,1326,329,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Blue,"61,990"
MSI Thin 15 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,4.3,1041,230,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Grey,"47,990"
Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,4.5,466,333,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Metallic Black,"85,690"
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ521WS|X150...,4.2,1013,219,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Silver,"47,990"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXY3HN/A,4.7,437,286,Mac OS Operating System,,34.54 cm (13.6 Inch) Display,,1 year warranty,Grey,"84,990"
HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,4.7,629,169,Windows 11 Operating System,,40.89 cm (16.1 Inch) Display,,1 year onsite warranty,Black,"1,02,990"
Acer Predator Neo Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDI...,4.5,742,346,Windows 11 Operating System,,40.64 cm (16 Inch) Display,,2 year international warranty,Black,"1,19,990"
Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) A324-51 Thin a...,4,1314,275,64 bit Windows 11 Operating System,,35.56 cm (14 Inch) Display,,2 year international warranty,Black,"42,990"
DELL Inspiron 3520 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 La...,4.2,1430,291,64 bit Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Silver,"35,990"
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,4.2,264,340,64 bit Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Blue,"49,990"
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 H...",4.2,314,246,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Metallic Black,"52,990"
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,4.1,770,166,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,2 year international warranty,Silver,"49,690"
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,4.4,1617,309,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year warranty,Grey,"76,190"
DELL Inspiron 3520 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 0IN352010031RINB1M...,4.2,1402,202,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Grey,"42,490"
MSI Modern 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B7M-071IN Thi...,4.3,897,172,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Black,"44,990"
MSI Modern 14 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-444IN/...,4.3,1745,215,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,2 year international warranty,Metallic Black,"32,990"
MSI Thin 15 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,4.3,1336,303,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Black,"47,990"
Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and...,4.2,1412,232,Windows 11 Operating System,,100.63 cm (39.62 cm) Display,,1 year onsite warranty,Grey,"36,990"
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ527WS|X150...,4.2,1772,166,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Grey,"47,990"
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ341WS Thi...,4.3,842,238,Windows 11 Home Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Blue,"40,990"
HP Victus Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,4.4,641,220,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year warranty,Blue,"58,990"
Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,4.5,1948,193,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Blue,"85,690"
HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,4.7,668,295,Windows 11 Operating System,,40.89 cm (16.1 Inch) Display,,1 year onsite warranty,Black,"1,02,990"
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Pro/4 GB Graphics/NVIDIA GeForc...,4.3,538,296,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year onsite warranty,Metallic Black,"65,990"
ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0393 C...,3.8,628,228,Chrome Operating System,,1 Year Onsite Warranty,,1 year onsite warranty,Blue,"13,490"
Acer Predator Neo Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDI...,4.5,1763,190,Windows 11 Operating System,,40.64 cm (16 Inch) Display,,2 year international warranty,Silver,"1,19,990"
MSI Modern 14 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-440IN / ...,4.3,480,191,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year warranty,Blue,"36,990"
HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,4.4,1267,162,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year onsite warranty,Black,"55,990"
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,4.3,290,128,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Metallic Black,"49,990"
SAMSUNG Galaxy Book4 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG3IN ...,4.5,1301,309,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Blue,"75,990"
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,4.4,384,111,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Metallic Black,"67,990"
Acer Predator Neo Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDI...,4.4,450,176,Windows 11 Operating System,,40.64 cm (16 Inch) Display,,1 year onsite warranty,Silver,"1,04,990"
MSI Modern 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO Busines...,4.2,1029,140,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year onsite warranty,Grey,"32,990"
MSI Crosshair 16 HX Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVI...,No rating,1179,229,Windows 11 Operating System,,40.64 cm (16 Inch) Display,,2 year international warranty,Metallic Black,"1,40,990"
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,4.3,1306,136,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Blue,"49,990"
HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,4.2,1321,272,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,2 year international warranty,Black,"53,990"
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light ...,4.2,752,307,64 bit Windows 11 Operating System,,35.56 cm (14 Inch) Display,,2 year international warranty,Black,"29,990"
Acer One Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) AO 14 Z 8-415 Thin and Ligh...,4.2,656,275,64 bit Windows 11 Operating System,,35.56 cm (14 Inch) Display,,2 year international warranty,Black,"28,990"
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,4.1,1847,123,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year onsite warranty,Black,"49,690"
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1...",4.3,1054,198,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Metallic Black,"36,990"
Acer Swift Go 14 EVO OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-71-...,4.3,348,249,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year onsite warranty,Black,"59,990"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY33HN/A,4.7,933,199,Mac OS Operating System,,34.54 cm (13.6 Inch) Display,,2 year international warranty,Grey,"84,990"
SAMSUNG Galaxy Book4 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG2IN ...,4.5,975,238,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Silver,"61,990"
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,4.4,1820,346,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year warranty,Metallic Black,"76,190"
MSI Modern 14 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-444IN/...,4.3,1210,157,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year warranty,Metallic Black,"32,990"
HP 15s AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s-eq2143au Thin and Light Lap...,4.2,862,273,64 bit Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year onsite warranty,Black,"32,490"
HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5003TU Thin and Light La...,4.3,1735,128,Windows 11 Operating System,,100.58 cm (39.6 cm) Display,,2 year international warranty,Black,"34,990"
Lenovo Chromebook MediaTek Kompanio 520 - (8 GB/128 GB EMMC Storage/Chrome OS) 14M868 Chromebook Lapto...,3.7,892,262,Chrome Operating System,,1 Year Carry-in Warranty,,1 year onsite warranty,Metallic Black,"16,990"
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,4.4,1278,339,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Black,"61,990"
MSI Thin 15 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,4.3,1491,345,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Black,"47,990"
Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,4.5,752,242,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Black,"85,690"
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ521WS|X150...,4.2,1016,159,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Black,"47,990"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXY3HN/A,4.7,647,194,Mac OS Operating System,,34.54 cm (13.6 Inch) Display,,2 year international warranty,Black,"84,990"
HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,4.7,1120,141,Windows 11 Operating System,,40.89 cm (16.1 Inch) Display,,2 year international warranty,Blue,"1,02,990"
Acer Predator Neo Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDI...,4.5,1044,332,Windows 11 Operating System,,40.64 cm (16 Inch) Display,,1 year onsite warranty,Blue,"1,19,990"
Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) A324-51 Thin a...,4,642,142,64 bit Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year onsite warranty,Blue,"42,990"
DELL Inspiron 3520 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 La...,4.2,456,307,64 bit Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Metallic Black,"35,990"
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,4.2,1288,173,64 bit Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Silver,"49,990"
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 H...",4.2,1827,276,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Metallic Black,"52,990"
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,4.1,1141,291,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,2 year international warranty,Blue,"49,690"
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,4.4,1734,259,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year warranty,Metallic Black,"76,190"
DELL Inspiron 3520 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 0IN352010031RINB1M...,4.2,1964,163,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Silver,"42,490"
MSI Modern 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B7M-071IN Thi...,4.3,1848,342,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Black,"44,990"
MSI Modern 14 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-444IN/...,4.3,1113,101,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year warranty,Grey,"32,990"
MSI Thin 15 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,4.3,992,251,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Blue,"47,990"
Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and...,4.2,1514,314,Windows 11 Operating System,,100.63 cm (39.62 cm) Display,,2 year international warranty,Blue,"36,990"
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ527WS|X150...,4.2,813,165,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Silver,"47,990"
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ341WS Thi...,4.3,1270,265,Windows 11 Home Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Black,"40,990"
HP Victus Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,4.4,345,130,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year warranty,Black,"58,990"
Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,4.5,734,214,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Grey,"85,690"
HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,4.7,1680,331,Windows 11 Operating System,,40.89 cm (16.1 Inch) Display,,1 year warranty,Black,"1,02,990"
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Pro/4 GB Graphics/NVIDIA GeForc...,4.3,480,125,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year onsite warranty,Silver,"65,990"
ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0393 C...,3.8,998,128,Chrome Operating System,,1 Year Onsite Warranty,,1 year warranty,Black,"13,490"
Acer Predator Neo Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDI...,4.5,1928,294,Windows 11 Operating System,,40.64 cm (16 Inch) Display,,2 year international warranty,Silver,"1,19,990"
MSI Modern 14 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-440IN / ...,4.3,1444,349,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year onsite warranty,Blue,"36,990"
HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,4.4,790,177,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year warranty,Blue,"55,990"
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,4.3,1309,124,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Blue,"49,990"
SAMSUNG Galaxy Book4 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG3IN ...,4.5,774,147,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Metallic Black,"75,990"
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,4.4,1433,164,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Blue,"67,990"
Acer Predator Neo Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDI...,4.4,1972,280,Windows 11 Operating System,,40.64 cm (16 Inch) Display,,1 year warranty,Silver,"1,04,990"
MSI Modern 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO Busines...,4.2,1516,166,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,2 year international warranty,Grey,"32,990"
MSI Crosshair 16 HX Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVI...,No rating,1359,345,Windows 11 Operating System,,40.64 cm (16 Inch) Display,,1 year onsite warranty,Black,"1,40,990"
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,4.3,827,189,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Blue,"49,990"
HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,4.2,931,245,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year warranty,Metallic Black,"53,990"
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light ...,4.2,806,236,64 bit Windows 11 Operating System,,35.56 cm (14 Inch) Display,,2 year international warranty,Metallic Black,"29,990"
Acer One Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) AO 14 Z 8-415 Thin and Ligh...,4.2,1847,137,64 bit Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year onsite warranty,Silver,"28,990"
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,4.1,1262,186,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year warranty,Grey,"49,690"
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1...",4.3,895,248,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Blue,"36,990"
Acer Swift Go 14 EVO OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-71-...,4.3,1045,348,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year warranty,Blue,"59,990"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY33HN/A,4.7,1301,164,Mac OS Operating System,,34.54 cm (13.6 Inch) Display,,1 year warranty,Metallic Black,"84,990"
SAMSUNG Galaxy Book4 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG2IN ...,4.5,1893,248,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Silver,"61,990"
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,4.4,1829,126,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year onsite warranty,Metallic Black,"76,190"
MSI Modern 14 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-444IN/...,4.3,1613,205,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year warranty,Metallic Black,"32,990"
HP 15s AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s-eq2143au Thin and Light Lap...,4.2,1604,222,64 bit Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year onsite warranty,Grey,"32,490"
HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5003TU Thin and Light La...,4.3,1913,297,Windows 11 Operating System,,100.58 cm (39.6 cm) Display,,1 year onsite warranty,Silver,"34,990"
Lenovo Chromebook MediaTek Kompanio 520 - (8 GB/128 GB EMMC Storage/Chrome OS) 14M868 Chromebook Lapto...,3.7,1779,346,Chrome Operating System,,1 Year Carry-in Warranty,,2 year international warranty,Grey,"16,990"
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,4.4,1621,143,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Silver,"61,990"
